"CIS";"CIP13";"CIP7";"NOM_CIP13";"statut";"action";"dateAction";"libelle";"agrement";"taux";"prixHorsHono";"prixTotal";"honoraires";"denomination";"dateAMM";"numAMMCE";"nomCIS";"numFamille";"type";"tri";"denomination_ss_labo";"nb_CIS";"unite";"contenance";"unite2";"unite_final"
"68435468";"3400930039007";"3003900";NA;"Présentation active";"Déclaration de commercialisation";2016-07-21;"5 ampoule(s) en verre de 1 ml";"oui";"";"";"";"";"OXYCODONE AGUETTANT 50 mg/mL, solution injectable";"2016-01-27";"";"OXYCODONE AGUETTANT 50 mg/mL";"1306";"1";2;"OXYCODONE AGUETTANT 50 mg/mL, solution injectable";1;5;"1ml";1;5
"68435557";"3400949144587";"4914458";"GLICLAZIDE ARROW 30 MG CPR LP 30";"Présentation active";"Déclaration de commercialisation";2010-12-22;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)";"oui";"65%";"4,65";"5,67";"1,02";"GLICLAZIDE ARROW 30 mg, comprime a liberation modifiee";"2010-06-10";"";"GLICLAZIDE ARROW 30 mg";"690";"1";2;"GLICLAZIDE 30 mg, comprimé à libération modifiée";3;1;NA;30;30
"68435557";"3400949145300";"4914530";"GLICLAZIDE ARROW 30 MG CPR LP 180";"Présentation active";"Déclaration de commercialisation";2011-01-17;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 180 comprimé(s)";"oui";"65%";"26,38";"29,14";"2,76";"GLICLAZIDE ARROW 30 mg, comprime a liberation modifiee";"2010-06-10";"";"GLICLAZIDE ARROW 30 mg";"690";"1";2;"GLICLAZIDE 30 mg, comprimé à libération modifiée";3;1;NA;180;180
"68435557";"3400949144709";"4914470";"GLICLAZIDE ARROW 30 MG CPR LP 60";"Présentation active";"Déclaration de commercialisation";2010-12-10;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s)";"oui";"65%";"8,91";"9,93";"1,02";"GLICLAZIDE ARROW 30 mg, comprime a liberation modifiee";"2010-06-10";"";"GLICLAZIDE ARROW 30 mg";"690";"1";2;"GLICLAZIDE 30 mg, comprimé à libération modifiée";3;1;NA;60;60
"68435621";"3400937198493";"3719849";"SIMVASTATINE MYLAN 20 MG CPR SEC 84";"Présentation active";"Déclaration de commercialisation";2008-01-28;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 84 comprimé(s)";"oui";"65%";"16,43";"19,19";"2,76";"SIMVASTATINE MYLAN 20 mg, comprime pellicule secable";"2005-01-25";"";"SIMVASTATINE MYLAN 20 mg";"102";"1";13;"SIMVASTATINE 20 mg, comprimé pelliculé sécable";2;1;NA;84;84
"68435621";"3400936786592";"3678659";"SIMVASTATINE MYLAN 20MG CPR 28";"Présentation active";"Déclaration de commercialisation";2005-05-06;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s)";"oui";"65%";"5,60";"6,62";"1,02";"SIMVASTATINE MYLAN 20 mg, comprime pellicule secable";"2005-01-25";"";"SIMVASTATINE MYLAN 20 mg";"102";"1";13;"SIMVASTATINE 20 mg, comprimé pelliculé sécable";2;1;NA;28;28
"68435767";"3400921926767";"2192676";"LEVETIRACETAM SANDOZ 500 MG CPR SEC 60";"Présentation active";"Déclaration de commercialisation";2012-08-23;"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 60 comprimé(s)";"oui";"65%";"25,41";"26,43";"1,02";"LEVETIRACETAM SANDOZ 500 mg, comprime pelllicule secable";"2011-12-29";"";"LEVETIRACETAM SANDOZ 500 mg";"1027";"1";25;"LEVETIRACETAM 500 mg, comprimé pellliculé sécable";1;1;NA;60;60
"68437953";"3400936056664";"3605666";"CEFTRIAXONE BIOGARAN 1G/3,5ML PDR INJ IM 1/1079,27";"Présentation active";"Déclaration de commercialisation";2003-03-07;"1 flacon(s) en verre de 1079,27 mg - 1 ampoule(s) en verre de 3,5 ml";"oui";"65%";"6,50";"7,52";"1,02";"CEFTRIAXONE BIOGARAN 1 g/3,5 ml, poudre et solvant pour solution injectable (IM)";"2002-11-28";"";"CEFTRIAXONE BIOGARAN 1 g/3,5 ml";"175";"1";4;"CEFTRIAXONE 1 g/3,5 ml, poudre et solvant pour solution injectable (IM)";1;1;"3,5ml";1;1
"68439420";"3400930026151";"3002615";"ARIPIPRAZOLE BGR 10 MG CPR DISP 28";"Présentation active";"Déclaration de commercialisation";2016-04-04;"plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)";"oui";"65%";"21,32";"22,34";"1,02";"ARIPIPRAZOLE BGR 10 mg, comprime orodispersible";"2015-12-11";"";"ARIPIPRAZOLE BGR 10 mg";"1282";"1";3;"ARIPIPRAZOLE 10 mg, comprimé orodispersible";1;1;NA;28;28
"68440390";"3400930023976";"3002397";NA;"Présentation active";"Déclaration de commercialisation";2016-02-01;"5 sachet(s) polyester aluminium polyéthylène de 1 gélule(s)";"oui";"";"";"";"";"TEMOZOLOMIDE ACCORD 20 mg, gelule";"2010-03-15";"EU/1/10/615";"TEMOZOLOMIDE ACCORD 20 mg";"935";"1";3;"TEMOZOLOMIDE 20 mg, gélule";1;5;NA;1;5
"68444182";"3400949491322";"4949132";"LEVOFLOXACINE ALMUS 500 MG CPR SEC 5";"Présentation active";"Déclaration de commercialisation";2011-06-22;"plaquette(s) PVC PVDC aluminium de 5 comprimé(s)";"oui";"65%";"9,99";"11,01";"1,02";"LEVOFLOXACINE ALMUS 500 mg, comprime pellicule secable";"2010-09-27";"";"LEVOFLOXACINE ALMUS 500 mg";"754";"1";3;"LEVOFLOXACINE 500 mg, comprimé pelliculé sécable";1;1;NA;5;5
"68446468";"3400921739404";"2173940";"CANDESARTAN ZYDUS 32 MG CPR SEC 30";"Présentation active";"Déclaration de commercialisation";2012-04-30;"plaquette(s) thermoformée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 30 comprimé(s)";"oui";"65%";"4,57";"5,59";"1,02";"CANDESARTAN ZYDUS 32 mg, comprime secable";"2011-09-14";"";"CANDESARTAN ZYDUS 32 mg";"866";"1";13;"CANDESARTAN 32 mg, comprimé sécable";1;1;NA;30;30
"68446571";"3400931357520";"3135752";"KEFORAL 500MG CPR 10";"Présentation active";"Déclaration de commercialisation";1972-05-19;"1 plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s)";"oui";"65%";"3,93";"4,95";"1,02";"KEFORAL 500 mg, comprime pellicule";"1983-03-21";"";"KEFORAL 500 mg";"161";"0";1;"KEFORAL 500 mg, comprimé pelliculé";1;1;NA;10;10
"68446952";"3400939792088";"3979208";"TERBINAFINE ARROW 1 % CREME TUBE 1/15 G";"Présentation active";"Déclaration de commercialisation";2011-03-17;"1 tube(s) aluminium de 15 g";"oui";"30%";"2,79";"3,81";"1,02";"TERBINAFINE ARROW 1 %, creme";"2009-10-12";"";"TERBINAFINE ARROW 1 %";"740";"1";4;"TERBINAFINE 1 %, crème";1;1;"15G";1;1
"68447292";"3400921765717";"2176571";"BENAZEPRIL ARROW 5 MG CPR SEC 30";"Présentation active";"Déclaration de commercialisation";2012-03-14;"plaquette(s) thermoformée(s) aluminium de 30 comprimé(s)";"oui";"65%";"4,10";"5,12";"1,02";"BENAZEPRIL ARROW 5 mg, comprime pellicule secable";"2011-11-07";"";"BENAZEPRIL ARROW 5 mg";"528";"1";3;"BENAZEPRIL 5 mg, comprimé pelliculé sécable";2;1;NA;30;30
"68447292";"3400921766196";"2176619";"BENAZEPRIL ARROW 5 MG CPR SEC 90";"Présentation active";"Déclaration de commercialisation";2012-03-14;"plaquette(s) thermoformée(s) aluminium de 90 comprimé(s)";"oui";"65%";"11,36";"14,12";"2,76";"BENAZEPRIL ARROW 5 mg, comprime pellicule secable";"2011-11-07";"";"BENAZEPRIL ARROW 5 mg";"528";"1";3;"BENAZEPRIL 5 mg, comprimé pelliculé sécable";2;1;NA;90;90
"68451230";"3400934547300";"3454730";"ALPHAGAN 0,2% COLLYRE FL 5ML 1/5 ML";"Présentation active";"Déclaration de commercialisation";1998-09-01;"flacon(s) compte-gouttes polyéthylène de 5 ml";"oui";"65%";"6,17";"7,19";"1,02";"ALPHAGAN 0,2 % (2mg/ml), collyre en solution";"1998-01-20";"";"ALPHAGAN 0,2 % (2mg/ml)";"660";"0";1;"ALPHAGAN 0,2 % (2mg/ml), collyre en solution";1;1;"5ML";1;1
"68452567";"3400941941429";"4194142";"DESLORATADINE ARROW 5 MG CPR 15";"Présentation active";"Déclaration de commercialisation";2015-09-30;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 15 comprimé(s)";"oui";"30%";"1,94";"2,96";"1,02";"DESLORATADINE ARROW 5 mg, comprime pellicule";"2011-07-28";"";"DESLORATADINE ARROW 5 mg";"1037";"1";6;"DESLORATADINE 5 mg, comprimé pelliculé";2;1;NA;15;15
"68452567";"3400941941719";"4194171";"DESLORATADINE ARROW 5 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2015-07-20;"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)";"oui";"30%";"3,80";"4,82";"1,02";"DESLORATADINE ARROW 5 mg, comprime pellicule";"2011-07-28";"";"DESLORATADINE ARROW 5 mg";"1037";"1";6;"DESLORATADINE 5 mg, comprimé pelliculé";2;1;NA;30;30
"68460101";"3400930034125";"3003412";"ARIPIPRAZOLE FOCUS 10 MG CPR 28";"Présentation active";"Déclaration de commercialisation";2016-02-03;"plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)";"oui";"65%";"21,32";"22,34";"1,02";"ARIPIPRAZOLE FOCUS 10 mg, comprime";"2015-10-28";"";"ARIPIPRAZOLE FOCUS 10 mg";"1247";"1";6;"ARIPIPRAZOLE FOCUS 10 mg, comprimé";1;1;NA;28;28
"68460165";"3400938655162";"3865516";"PRITORPLUS 80 MG/25 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2009-01-13;"plaquette(s) thermoformée(s) polyamide aluminium PVC de 30 comprimé(s)";"oui";"65%";"6,45";"7,47";"1,02";"PRITORPLUS 80 mg/25 mg, comprime";"2008-04-01";"EU/1/02/215";"PRITORPLUS 80 mg/25 mg";"1127";"0";2;"PRITORPLUS 80 mg/25 mg, comprimé";2;1;NA;30;30
"68460165";"3400938655223";"3865522";"PRITORPLUS 80 MG/25 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2009-01-13;"plaquette(s) thermoformée(s) polyamide aluminium PVC de 90 comprimé(s)";"oui";"65%";"19,07";"21,83";"2,76";"PRITORPLUS 80 mg/25 mg, comprime";"2008-04-01";"EU/1/02/215";"PRITORPLUS 80 mg/25 mg";"1127";"0";2;"PRITORPLUS 80 mg/25 mg, comprimé";2;1;NA;90;90
"68461089";"3400934857423";"3485742";"ALPRAZOLAM EG 0,25MG CPR SEC 30";"Présentation active";"Déclaration de commercialisation";1999-12-29;"plaquette(s) PVC-Aluminium de 30 comprimé(s)";"oui";"65%";"1,24";"2,26";"1,02";"ALPRAZOLAM EG 0,25 mg, comprime secable";"1998-10-28";"";"ALPRAZOLAM EG 0,25 mg";"271";"1";6;"ALPRAZOLAM 0,25 mg, comprimé sécable";1;1;NA;30;30
"68462198";"3400937348140";"3734814";"FENOFIBRATE ZYDUS 160MG CPR GE 30";"Présentation active";"Déclaration de commercialisation";2007-02-08;"plaquette(s) thermoformée(s) aluminium PVC PVDC de 30 comprimé(s)";"oui";"65%";"5,48";"6,50";"1,02";"FENOFIBRATE ZYDUS 160 mg, comprime";"2006-02-08";"";"FENOFIBRATE ZYDUS 160 mg";"389";"1";14;"FENOFIBRATE 160 mg, comprimé";2;1;NA;30;30
"68462198";"3400937348430";"3734843";"FENOFIBRATE ZYDUS 160 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2008-12-29;"plaquette(s) thermoformée(s) aluminium PVC PVDC de 90 comprimé(s)";"oui";"65%";"16,12";"18,88";"2,76";"FENOFIBRATE ZYDUS 160 mg, comprime";"2006-02-08";"";"FENOFIBRATE ZYDUS 160 mg";"389";"1";14;"FENOFIBRATE 160 mg, comprimé";2;1;NA;90;90
"68462757";"3400937324366";"3732436";"SERTRALINE TEVA 25MG GELULE 7";"Présentation active";"Déclaration de commercialisation";2006-11-09;"plaquette(s) aluminium PVC de 7 gélule(s)";"oui";"65%";"1,68";"2,70";"1,02";"SERTRALINE TEVA 25 mg, gelule";"2006-02-08";"";"SERTRALINE TEVA 25 mg";"455";"1";13;"SERTRALINE 25 mg, gélule";1;1;NA;7;7
"68462974";"3400949102426";"4910242";"PERINDOPRIL/INDAPAMIDE KRKA 4 MG/1,25 MG  CPR 30";"Présentation active";"Déclaration de commercialisation";2012-09-24;"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)";"oui";"65%";"4,17";"5,19";"1,02";"PERINDOPRIL/INDAPAMIDE KRKA 4 mg/1,25 mg, comprime";"2010-07-21";"";"PERINDOPRIL/INDAPAMIDE KRKA 4 mg/1,25 mg";"723";"1";5;"PERINDOPRIL/INDAPAMIDE 4 mg/1,25 mg, comprimé";2;1;NA;30;30
"68462974";"3400949102884";"4910288";"PERINDOPRIL/INDAPAMIDE KRKA 4 MG/1,25 MG  CPR 90";"Présentation active";"Déclaration de commercialisation";2012-09-24;"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s)";"oui";"65%";"12,13";"14,89";"2,76";"PERINDOPRIL/INDAPAMIDE KRKA 4 mg/1,25 mg, comprime";"2010-07-21";"";"PERINDOPRIL/INDAPAMIDE KRKA 4 mg/1,25 mg";"723";"1";5;"PERINDOPRIL/INDAPAMIDE 4 mg/1,25 mg, comprimé";2;1;NA;90;90
"68463193";"3400938049114";"3804911";"QUINAPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 20 MG/12,5 MG CPR SEC 30";"Présentation active";"Déclaration de commercialisation";2010-11-25;"plaquette(s) thermoformée(s) aluminium de 30 comprimé(s)";"oui";"65%";"4,17";"5,19";"1,02";"QUINAPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 20 mg/12,5 mg, comprime pellicule secable";"2008-07-09";"";"QUINAPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 20 mg/12,5 mg";"517";"1";8;"QUINAPRIL/HYDROCHLOROTHIAZIDE 20 mg/12,5 mg, comprimé pelliculé sécable";1;1;NA;30;30
"68463581";"3400939580289";"3958028";"LEVOFLOXACINE RANBAXY 500 MG CPR SEC 5";"Présentation active";"Déclaration de commercialisation";2011-06-21;"plaquette(s) formée(s) à froid aluminium PVC de 5 comprimé(s)";"oui";"65%";"9,99";"11,01";"1,02";"LEVOFLOXACINE RANBAXY 500 mg, comprime pellicule secable";"2009-07-17";"";"LEVOFLOXACINE RANBAXY 500 mg";"754";"1";13;"LEVOFLOXACINE 500 mg, comprimé pelliculé sécable";1;1;NA;5;5
"68464046";"3400930056509";"3005650";NA;"Présentation active";"Déclaration de commercialisation";2018-03-27;"plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)";"oui";"65%";"8,09";"9,11";"1,02";"ENALAPRIL/LERCANIDIPINE BOUCHARA-RECORDATI 20 mg/10 mg, comprime pellicule";"2016-08-09";"";"ENALAPRIL/LERCANIDIPINE BOUCHARA-RECORDATI 20 mg/10 mg";"1341";"1";2;"ENALAPRIL/LERCANIDIPINE 20 mg/10 mg, comprimé pelliculé";1;1;NA;30;30
"68466937";"3400936737228";"3673722";"METFORMINE ZENTIVA 850MG CPR 30";"Présentation active";"Déclaration de commercialisation";2005-10-05;"plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s)";"oui";"65%";"2,31";"3,33";"1,02";"METFORMINE ZENTIVA 850 mg, comprime pellicule";"1998-10-13";"";"METFORMINE ZENTIVA 850 mg";"32";"1";18;"METFORMINE 850 mg, comprimé pelliculé";2;1;NA;30;30
"68466937";"3400937841207";"3784120";"METFORMINE ZENTIVA 850MG CPR 90";"Présentation active";"Déclaration de commercialisation";2008-07-23;"plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s)";"oui";"65%";"6,69";"7,71";"1,02";"METFORMINE ZENTIVA 850 mg, comprime pellicule";"1998-10-13";"";"METFORMINE ZENTIVA 850 mg";"32";"1";18;"METFORMINE 850 mg, comprimé pelliculé";2;1;NA;90;90
"68466944";"3400935482471";"3548247";"ZOPICLONE ARROW 7,5MG CPR SEC 14";"Présentation active";"Déclaration de commercialisation";2002-06-12;"plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 14 comprimé(s)";"oui";"15%";"1,93";"2,95";"1,02";"ZOPICLONE ARROW 7,5 mg, comprime pellicule secable";"2000-08-09";"";"ZOPICLONE ARROW 7,5 mg";"275";"1";3;"ZOPICLONE 7,5 mg, comprimé pelliculé sécable";2;1;NA;14;14
"68466944";"3400957659547";"5765954";NA;"Présentation active";"Déclaration de commercialisation";2010-07-29;"plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 60 comprimé(s)";"oui";"";"";"";"";"ZOPICLONE ARROW 7,5 mg, comprime pellicule secable";"2000-08-09";"";"ZOPICLONE ARROW 7,5 mg";"275";"1";3;"ZOPICLONE 7,5 mg, comprimé pelliculé sécable";2;1;NA;60;60
"68468589";"3400936453067";"3645306";"LORATADINE ZENTIVA 10MG CPR GE 15";"Présentation active";"Déclaration de commercialisation";2009-01-05;"plaquette(s) aluminium PVC de 15 comprimé(s)";"oui";"30%";"2,41";"3,43";"1,02";"LORATADINE ZENTIVA 10 mg, comprime";"2004-07-30";"";"LORATADINE ZENTIVA 10 mg";"310";"1";20;"LORATADINE 10 mg, comprimé";1;1;NA;15;15
"68468710";"3400926610883";"2661088";"LEVETIRACETAM ZENTIVA LAB 500 MG CPR 60";"Présentation active";"Déclaration de commercialisation";2016-05-18;"plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s)";"oui";"65%";"25,41";"26,43";"1,02";"LEVETIRACETAM ZENTIVA LAB 500 mg, comprime pellicule";"2012-08-01";"";"LEVETIRACETAM ZENTIVA LAB 500 mg";"1027";"1";32;"LEVETIRACETAM 500 mg, comprimé pelliculé";2;1;NA;60;60
"68468710";"3400926610883";"2661088";"LEVETIRACETAM ZENTIVA LAB 500 MG CPR 60";"Présentation active";"Déclaration de commercialisation";2016-05-18;"plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s)";"oui";"65%";"25,41";"26,43";"1,02";"LEVETIRACETAM ZENTIVA LAB 500 mg, comprime pellicule";"2012-08-01";"";"LEVETIRACETAM ZENTIVA LAB 500 mg";"1025";"2";32;"LEVETIRACETAM 500 mg, comprimé pelliculé";2;1;NA;60;60
"68470444";"3400935508300";"3550830";"FENOFIBRATE CRISTERS 67 MG GELULE 60";"Présentation active";"Déclaration de commercialisation";2009-03-05;"plaquette(s) PVC-Aluminium de 60 gélule(s)";"oui";"65%";"3,85";"4,87";"1,02";"FENOFIBRATE CRISTERS 67 mg, gelule";"2000-10-17";"";"FENOFIBRATE CRISTERS 67 mg";"106";"1";4;"FENOFIBRATE 67 mg, gélule";1;1;NA;60;60
"68474250";"3400922043272";"2204327";"DONEPEZIL SANDOZ 10 MG CPR DISP 28";"Présentation active";"Déclaration de commercialisation";2012-04-23;"plaquette(s) thermoformée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 28 comprimé(s)";"oui";"15%";"21,42";"22,44";"1,02";"DONEPEZIL SANDOZ 10 mg, comprime orodispersible";"2012-02-23";"";"DONEPEZIL SANDOZ 10 mg";"656";"1";21;"DONEPEZIL 10 mg, comprimé orodispersible";1;1;NA;28;28
"68474364";"3400941529368";"4152936";"CARVEDILOL TEVA 6,25 MG CPR SEC 28";"Présentation active";"Déclaration de commercialisation";2012-09-05;"plaquette(s) PVC PVDC aluminium de 28 comprimé(s)";"oui";"65%";"4,47";"5,49";"1,02";"CARVEDILOL TEVA 6,25 mg, comprime secable";"2011-02-11";"";"CARVEDILOL TEVA 6,25 mg";"326";"1";7;"CARVEDILOL 6,25 mg, comprimé sécable";2;1;NA;28;28
"68474364";"3400941529368";"4152936";"CARVEDILOL TEVA 6,25 MG CPR SEC 28";"Présentation active";"Déclaration de commercialisation";2012-09-05;"plaquette(s) PVC PVDC aluminium de 28 comprimé(s)";"oui";"65%";"4,47";"5,49";"1,02";"CARVEDILOL TEVA 6,25 mg, comprime secable";"2011-02-11";"";"CARVEDILOL TEVA 6,25 mg";"317";"2";8;"CARVEDILOL 6,25 mg, comprimé sécable";2;1;NA;28;28
"68474866";"3400938736397";"3873639";"CEFPODOXIME MYLAN ENFANT ET NOURRISSON 40 MG5 ML PDRE SUSP BUV 1/50 ML";"Présentation active";"Déclaration de commercialisation";2008-10-27;"1 flacon(s) en verre brun avec fermeture de sécurité enfant de 50 ml avec seringue(s) pour administration orale polyéthylène polypropylène";"oui";"65%";"3,63";"4,65";"1,02";"Cefpodoxime Mylan enfants et nourissons 40 mg/5 ml, poudre pour suspension buvable";"2008-07-31";"";"Cefpodoxime Mylan enfants et nourissons 40 mg/5 ml";"532";"1";6;"Cefpodoxime Mylan enfants et nourissons 40 mg/5 ml, poudre pour suspension buvable";2;1;"50ML";1;1
"68474866";"3400938736458";"3873645";"CEFPODOXIME MYLAN ENFANT ET NOURRISSON 40 MG5 ML PDRE SUSP BUV 1/100 ML";"Présentation active";"Déclaration de commercialisation";2008-10-27;"1 flacon(s) en verre brun avec fermeture de sécurité enfant de 100 ml avec seringue(s) pour administration orale polyéthylène polypropylène";"oui";"65%";"6,28";"7,30";"1,02";"Cefpodoxime Mylan enfants et nourissons 40 mg/5 ml, poudre pour suspension buvable";"2008-07-31";"";"Cefpodoxime Mylan enfants et nourissons 40 mg/5 ml";"532";"1";6;"Cefpodoxime Mylan enfants et nourissons 40 mg/5 ml, poudre pour suspension buvable";2;1;"100ML";1;1
"68476319";"3400921760453";"2176045";"DESLORATADINE GNR 0,5 MG/ML SOL BUV FL 1/150 ML";"Présentation active";"Déclaration de commercialisation";2012-03-20;"1 flacon(s) en verre brun avec fermeture de sécurité enfant de 150 ml avec seringue(s) pour administration orale";"oui";"30%";"2,33";"3,35";"1,02";"DESLORATADINE GNR 0,5 mg/ml, solution buvable";"2011-09-19";"";"DESLORATADINE GNR 0,5 mg/ml";"1038";"1";5;"DESLORATADINE 0,5 mg/ml, solution buvable";1;1;"150ML";1;1
"68476867";"3400926744298";"2674429";"ATOVAQUONE/PROGUANIL MYLAN 250 MG/100 MG CPR 12";"Présentation active";"Déclaration de commercialisation";2013-10-30;"12 plaquette(s) PVC PVDC aluminium de 1 comprimé(s)";"oui";"65%";"21,13";"22,15";"1,02";"ATOVAQUONE/PROGUANIL MYLAN 250 mg/100 mg, comprime pellicule";"2013-07-26";"";"ATOVAQUONE/PROGUANIL MYLAN 250 mg/100 mg";"995";"1";5;"ATOVAQUONE/PROGUANIL 250 mg/100 mg, comprimé pelliculé";1;12;NA;1;12
"68478291";"3400930034217";"3003421";"ARIPIPRAZOLE FOCUS 15 MG CPR 28";"Présentation active";"Déclaration de commercialisation";2016-02-03;"plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)";"oui";"65%";"21,32";"22,34";"1,02";"ARIPIPRAZOLE FOCUS 15 mg, comprime";"2015-10-28";"";"ARIPIPRAZOLE FOCUS 15 mg";"1248";"1";7;"ARIPIPRAZOLE FOCUS 15 mg, comprimé";1;1;NA;28;28
"68479386";"3400927610516";"2761051";NA;"Présentation active";"Déclaration de commercialisation";2015-01-19;"plaquette(s) aluminium de 60 comprimé(s)";"oui";"";"";"";"";"CRESTOR 10 mg, comprime pellicule";"2003-06-11";"";"CRESTOR 10 mg";"1313";"0";1;"CRESTOR 10 mg, comprimé pelliculé";4;1;NA;60;60
"68479386";"3400936207141";"3620714";NA;"Présentation active";"Déclaration de commercialisation";2004-03-08;"plaquette(s) aluminium de 50 comprimé(s)";"oui";"";"";"";"";"CRESTOR 10 mg, comprime pellicule";"2003-06-11";"";"CRESTOR 10 mg";"1313";"0";1;"CRESTOR 10 mg, comprimé pelliculé";4;1;NA;50;50
"68479386";"3400939169699";"3916969";"CRESTOR 10 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2009-09-01;"plaquette(s) aluminium de 90 comprimé(s)";"oui";"65%";"39,90";"42,66";"2,76";"CRESTOR 10 mg, comprime pellicule";"2003-06-11";"";"CRESTOR 10 mg";"1313";"0";1;"CRESTOR 10 mg, comprimé pelliculé";4;1;NA;90;90
"68479386";"3400939169460";"3916946";"CRESTOR 10 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2009-09-17;"plaquette(s) aluminium de 30 comprimé(s)";"oui";"65%";"13,51";"14,53";"1,02";"CRESTOR 10 mg, comprime pellicule";"2003-06-11";"";"CRESTOR 10 mg";"1313";"0";1;"CRESTOR 10 mg, comprimé pelliculé";4;1;NA;30;30
"68481711";"3400922169163";"2216916";"IRBESARTAN/HYDROCHLOROTHIAZIDE TEVA 300 MG/25 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2012-09-05;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";"oui";"65%";"4,57";"5,59";"1,02";"IRBESARTAN HYDROCHLOROTHIAZIDE TEVA 300 mg/25 mg, comprime pellicule";"2009-11-26";"EU/1/09/583";"IRBESARTAN HYDROCHLOROTHIAZIDE TEVA 300 mg/25 mg";"980";"1";3;"IRBESARTAN HYDROCHLOROTHIAZIDE 300 mg/25 mg, comprimé pelliculé";2;1;NA;30;30
"68481711";"3400922169453";"2216945";"IRBESARTAN/HYDROCHLOROTHIAZIDE TEVA 300 MG/25 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2012-09-05;"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";"oui";"65%";"13,19";"15,95";"2,76";"IRBESARTAN HYDROCHLOROTHIAZIDE TEVA 300 mg/25 mg, comprime pellicule";"2009-11-26";"EU/1/09/583";"IRBESARTAN HYDROCHLOROTHIAZIDE TEVA 300 mg/25 mg";"980";"1";3;"IRBESARTAN HYDROCHLOROTHIAZIDE 300 mg/25 mg, comprimé pelliculé";2;1;NA;90;90
"68482208";"3400936274617";"3627461";"BISOPROLOL/HYDROCHLOROTHIAZIDE EG 2,5 MG/6,25 MG CPR 90";"Présentation active";"Déclaration de commercialisation";2010-10-27;"plaquette(s) thermoformée(s) PVC PVDC aluminium polyéthylène de 90 comprimé(s)";"oui";"65%";"12,14";"14,90";"2,76";"BISOPROLOL/HYDROCHLOROTHIAZIDE EG 2,5 mg/6,25 mg, comprime pellicule";"2010-03-15";"";"BISOPROLOL/HYDROCHLOROTHIAZIDE EG 2,5 mg/6,25 mg";"619";"1";6;"BISOPROLOL/HYDROCHLOROTHIAZIDE 2,5 mg/6,25 mg, comprimé pelliculé";2;1;NA;90;90
"68482208";"3400936208261";"3620826";"BISOPROLOL/HYDROCHLOROTHIAZIDE EG 2,5 MG/6,25 MG CPR 30";"Présentation active";"Déclaration de commercialisation";2010-10-27;"plaquette(s) thermoformée(s) PVC PVDC aluminium polyéthylène de 30 comprimé(s)";"oui";"65%";"4,36";"5,38";"1,02";"BISOPROLOL/HYDROCHLOROTHIAZIDE EG 2,5 mg/6,25 mg, comprime pellicule";"2010-03-15";"";"BISOPROLOL/HYDROCHLOROTHIAZIDE EG 2,5 mg/6,25 mg";"619";"1";6;"BISOPROLOL/HYDROCHLOROTHIAZIDE 2,5 mg/6,25 mg, comprimé pelliculé";2;1;NA;30;30
